image_names,cell_type,xmin,xmax,ymin,ymax
00039.jpg,RBC,195,296,346,447
00039.jpg,RBC,120,221,358,459
00039.jpg,RBC,83,184,356,457
00039.jpg,RBC,15,116,356,457
00039.jpg,RBC,310,411,309,410
00039.jpg,RBC,417,518,304,405
00039.jpg,RBC,485,586,197,298
00039.jpg,RBC,474,589,2,111
00039.jpg,RBC,358,474,1,95
00039.jpg,RBC,111,227,1,95
00039.jpg,RBC,131,247,77,172
00039.jpg,Platelets,1,45,19,61
00039.jpg,Platelets,548,583,293,324
00039.jpg,RBC,377,502,171,283
00039.jpg,RBC,487,574,391,480
00040.jpg,WBC,242,457,117,332
00040.jpg,RBC,140,249,308,415
00040.jpg,RBC,96,205,362,469
00040.jpg,RBC,1,89,323,430
00040.jpg,RBC,79,212,212,317
00040.jpg,RBC,105,238,108,213
00040.jpg,RBC,463,596,104,209
00040.jpg,RBC,526,640,95,189
00040.jpg,RBC,529,640,204,318
00040.jpg,RBC,464,575,312,426
00040.jpg,RBC,332,457,314,428
00040.jpg,RBC,255,380,322,436
00040.jpg,RBC,264,387,392,480
00040.jpg,RBC,12,123,106,207
00040.jpg,RBC,538,639,1,85
00040.jpg,Platelets,428,473,11,50
00040.jpg,Platelets,489,534,46,85
00040.jpg,Platelets,48,93,206,245
00041.jpg,WBC,261,424,219,381
00041.jpg,RBC,228,374,13,121
00041.jpg,RBC,321,437,117,236
00041.jpg,RBC,478,594,83,202
00041.jpg,RBC,435,551,147,266
00041.jpg,RBC,414,530,220,339
00041.jpg,RBC,480,579,250,352
00041.jpg,RBC,478,577,304,406
00041.jpg,RBC,455,554,353,455
00041.jpg,RBC,531,630,310,412
00041.jpg,RBC,1,80,12,128
00041.jpg,RBC,76,198,1,109
00041.jpg,RBC,427,562,1,114
00041.jpg,Platelets,396,440,2,60
00041.jpg,Platelets,210,252,419,453
00041.jpg,RBC,196,294,111,220
00041.jpg,RBC,25,123,151,260
00041.jpg,RBC,43,132,410,480
00041.jpg,RBC,124,213,410,480
00041.jpg,RBC,1,98,373,460
00042.jpg,WBC,116,278,192,319
00042.jpg,RBC,65,151,42,172
00042.jpg,RBC,236,330,281,377
00042.jpg,RBC,355,449,316,412
00042.jpg,RBC,545,639,187,313
00042.jpg,RBC,545,640,81,207
00042.jpg,RBC,562,640,1,101
00042.jpg,RBC,151,260,1,84
00042.jpg,RBC,248,396,1,77
00042.jpg,RBC,303,412,149,233
00042.jpg,RBC,95,260,377,476
00042.jpg,Platelets,401,451,179,215
00042.jpg,Platelets,1,30,282,321
00042.jpg,RBC,442,553,222,350
00042.jpg,RBC,411,505,346,442
00042.jpg,RBC,463,563,384,480
00043.jpg,WBC,76,217,106,228
00043.jpg,WBC,498,639,304,480
00043.jpg,Platelets,177,211,76,115
00043.jpg,Platelets,61,95,441,480
00043.jpg,RBC,17,144,330,428
00043.jpg,RBC,107,234,345,443
00043.jpg,RBC,86,213,223,321
00043.jpg,RBC,31,158,208,306
00043.jpg,RBC,367,494,286,384
00043.jpg,RBC,346,473,175,273
00043.jpg,RBC,296,423,46,144
00043.jpg,RBC,417,511,84,188
00043.jpg,RBC,4,98,1,104
00043.jpg,RBC,1,77,97,200
00043.jpg,RBC,564,640,49,167
00043.jpg,RBC,507,623,126,245
00044.jpg,WBC,196,345,257,411
00044.jpg,WBC,1,121,40,154
00044.jpg,RBC,68,209,371,473
00044.jpg,RBC,69,154,288,383
00044.jpg,RBC,409,517,54,161
00044.jpg,RBC,49,157,142,249
00044.jpg,RBC,207,315,59,166
00044.jpg,RBC,170,278,145,252
00044.jpg,RBC,301,409,23,130
00044.jpg,RBC,503,611,168,275
00044.jpg,RBC,520,628,94,201
00044.jpg,RBC,505,613,30,137
00044.jpg,RBC,516,622,415,480
00044.jpg,RBC,1,79,323,435
00044.jpg,Platelets,520,555,377,413
00044.jpg,Platelets,561,596,366,402
00044.jpg,Platelets,353,388,434,470
00044.jpg,Platelets,114,150,126,157
00044.jpg,RBC,387,482,319,412
00044.jpg,Platelets,502,537,310,346
00045.jpg,RBC,326,422,235,338
00045.jpg,RBC,173,269,272,375
00045.jpg,RBC,223,319,273,376
00045.jpg,RBC,240,344,361,460
00045.jpg,RBC,81,185,336,435
00045.jpg,RBC,1,103,344,443
00045.jpg,RBC,349,445,398,480
00045.jpg,RBC,386,482,386,468
00045.jpg,RBC,410,506,360,442
00045.jpg,RBC,451,547,339,421
00045.jpg,RBC,475,571,319,401
00045.jpg,RBC,495,591,304,386
00045.jpg,RBC,437,533,201,283
00045.jpg,RBC,470,566,209,291
00045.jpg,RBC,506,602,222,304
00045.jpg,RBC,390,489,90,194
00045.jpg,RBC,1,99,109,213
00045.jpg,RBC,80,180,69,173
00045.jpg,RBC,184,269,103,184
00045.jpg,RBC,343,428,13,94
00045.jpg,RBC,555,640,139,220
00045.jpg,WBC,491,633,21,144
00045.jpg,RBC,230,326,183,286
00045.jpg,RBC,162,258,41,144
00045.jpg,Platelets,173,204,13,41
00046.jpg,WBC,312,453,1,92
00046.jpg,Platelets,47,99,237,281
00046.jpg,RBC,340,473,143,259
00046.jpg,RBC,245,358,129,233
00046.jpg,RBC,241,354,29,133
00046.jpg,RBC,138,251,294,398
00046.jpg,RBC,61,174,313,417
00046.jpg,RBC,157,262,391,480
00046.jpg,RBC,218,315,417,480
00046.jpg,RBC,1,109,417,480
00046.jpg,RBC,521,609,90,181
00046.jpg,RBC,479,567,109,200
00046.jpg,RBC,463,551,172,263
00046.jpg,RBC,499,587,189,280
00046.jpg,RBC,519,607,209,300
00046.jpg,RBC,532,640,239,337
00046.jpg,RBC,485,623,398,480
00046.jpg,RBC,106,213,22,120
00046.jpg,RBC,1,85,83,189
00046.jpg,RBC,7,112,1,91
00046.jpg,RBC,214,328,284,383
00046.jpg,RBC,338,415,296,383
00046.jpg,RBC,334,411,349,436
00046.jpg,RBC,269,377,387,480
00047.jpg,WBC,278,383,147,259
00047.jpg,Platelets,207,240,214,242
00047.jpg,Platelets,258,291,263,291
00047.jpg,Platelets,12,40,277,311
00047.jpg,RBC,32,163,102,230
00047.jpg,RBC,19,114,1,90
00047.jpg,RBC,1,95,25,115
00047.jpg,RBC,110,226,25,117
00047.jpg,RBC,199,314,1,92
00047.jpg,RBC,377,485,273,373
00047.jpg,RBC,416,506,379,480
00047.jpg,RBC,269,359,379,480
00047.jpg,RBC,392,494,177,276
00047.jpg,RBC,478,560,47,136
00047.jpg,RBC,552,640,1,96
00047.jpg,RBC,290,394,268,375
00047.jpg,RBC,232,336,298,405
00047.jpg,RBC,139,248,318,419
00047.jpg,RBC,296,392,51,142
00047.jpg,RBC,371,467,75,166
00047.jpg,RBC,439,546,1,45
00048.jpg,Platelets,506,551,192,232
00048.jpg,WBC,200,355,151,303
00048.jpg,RBC,149,295,281,387
00048.jpg,RBC,90,193,144,249
00048.jpg,RBC,1,102,59,164
00048.jpg,RBC,1,102,12,117
00048.jpg,RBC,64,162,1,60
00048.jpg,RBC,209,317,72,139
00048.jpg,RBC,404,503,259,370
00048.jpg,RBC,191,290,369,480
00048.jpg,RBC,38,137,246,357
00048.jpg,RBC,396,512,16,118
00048.jpg,RBC,566,640,96,200
00048.jpg,RBC,524,640,306,408
00048.jpg,RBC,548,640,400,480
00048.jpg,RBC,380,479,349,460
00048.jpg,RBC,467,555,414,480
00049.jpg,WBC,156,292,248,363
00049.jpg,Platelets,140,191,202,250
00049.jpg,RBC,486,599,81,196
00049.jpg,RBC,423,507,265,356
00049.jpg,RBC,556,639,347,438
00049.jpg,RBC,368,495,315,430
00049.jpg,RBC,261,388,332,447
00049.jpg,RBC,369,480,171,263
00049.jpg,RBC,378,485,44,164
00049.jpg,RBC,180,278,104,211
00049.jpg,RBC,58,156,142,249
00049.jpg,RBC,1,87,124,267
00049.jpg,RBC,279,377,236,343
00049.jpg,RBC,282,380,127,234
00049.jpg,RBC,246,377,1,115
00049.jpg,RBC,153,254,1,78
00049.jpg,RBC,453,594,1,108
00049.jpg,RBC,1,68,241,351
00049.jpg,RBC,41,139,1,108
00050.jpg,RBC,111,205,149,254
00050.jpg,RBC,484,593,80,186
00050.jpg,RBC,365,474,109,215
00050.jpg,RBC,421,528,301,418
00050.jpg,RBC,250,348,313,419
00050.jpg,RBC,158,256,317,423
00050.jpg,RBC,321,424,39,146
00050.jpg,RBC,29,141,64,169
00050.jpg,RBC,323,449,248,353
00050.jpg,RBC,514,612,368,474
00050.jpg,WBC,172,304,1,117
00052.jpg,RBC,214,333,81,183
00052.jpg,RBC,332,423,56,151
00052.jpg,RBC,346,437,157,252
00052.jpg,RBC,415,506,241,336
00052.jpg,RBC,175,255,121,201
00052.jpg,RBC,448,547,392,480
00052.jpg,RBC,257,372,388,480
00052.jpg,RBC,6,121,388,480
00052.jpg,RBC,494,609,51,150
00052.jpg,RBC,375,508,1,80
00052.jpg,RBC,549,640,340,442
00052.jpg,RBC,571,640,201,333
00052.jpg,RBC,39,153,84,207
00052.jpg,RBC,22,136,278,401
00052.jpg,WBC,113,241,232,366
00052.jpg,Platelets,294,338,194,234
00052.jpg,Platelets,241,285,258,298
00052.jpg,RBC,481,546,236,321
00053.jpg,RBC,259,370,317,429
00053.jpg,RBC,95,234,343,454
00053.jpg,RBC,259,373,57,150
00053.jpg,RBC,559,640,1,87
00053.jpg,RBC,433,541,1,115
00053.jpg,RBC,553,640,115,250
00053.jpg,RBC,446,533,269,404
00053.jpg,RBC,392,479,125,260
00053.jpg,RBC,1,119,72,200
00053.jpg,RBC,529,640,278,390
00053.jpg,WBC,106,242,12,143
00053.jpg,Platelets,316,362,140,180
00053.jpg,Platelets,354,400,215,255
00053.jpg,RBC,70,181,221,333
00054.jpg,RBC,451,560,19,108
00054.jpg,RBC,408,514,118,211
00054.jpg,RBC,432,573,415,480
00054.jpg,RBC,269,373,323,443
00054.jpg,RBC,288,399,138,232
00054.jpg,RBC,533,637,205,325
00054.jpg,RBC,477,600,269,367
00054.jpg,RBC,135,219,186,265
00054.jpg,RBC,5,114,218,300
00054.jpg,RBC,42,161,340,453
00054.jpg,WBC,145,262,61,166
00054.jpg,RBC,557,640,125,214
00054.jpg,RBC,282,377,408,480
00054.jpg,RBC,180,270,343,434
00055.jpg,RBC,330,439,15,100
00055.jpg,RBC,236,337,20,131
00055.jpg,RBC,319,405,231,327
00055.jpg,RBC,487,594,143,265
00055.jpg,RBC,280,366,407,480
00055.jpg,RBC,211,297,407,480
00055.jpg,RBC,555,640,304,415
00055.jpg,RBC,422,540,283,388
00055.jpg,RBC,77,186,1,85
00055.jpg,RBC,36,126,12,105
00055.jpg,WBC,153,275,134,258
00055.jpg,Platelets,601,634,105,146
00055.jpg,Platelets,618,640,154,195
00055.jpg,Platelets,535,568,381,422
00056.jpg,RBC,430,539,111,205
00056.jpg,RBC,329,430,121,212
00056.jpg,RBC,393,494,366,457
00056.jpg,RBC,37,158,12,137
00056.jpg,RBC,262,409,1,111
00056.jpg,RBC,171,282,204,297
00056.jpg,RBC,225,304,312,395
00056.jpg,RBC,317,416,350,429
00056.jpg,RBC,507,626,323,436
00056.jpg,RBC,237,346,99,205
00056.jpg,RBC,420,521,18,129
00056.jpg,WBC,274,410,236,355
00057.jpg,RBC,488,596,252,357
00057.jpg,RBC,393,487,127,214
00057.jpg,RBC,460,565,64,172
00057.jpg,RBC,5,110,319,427
00057.jpg,RBC,221,322,315,406
00057.jpg,RBC,267,364,17,117
00057.jpg,WBC,165,317,71,215
00057.jpg,Platelets,549,585,405,444
00057.jpg,Platelets,513,549,401,440
00057.jpg,RBC,322,415,291,391
00057.jpg,RBC,410,503,290,390
00058.jpg,RBC,201,314,223,322
00058.jpg,RBC,1,89,252,357
00058.jpg,RBC,203,292,336,441
00058.jpg,RBC,507,624,293,422
00058.jpg,RBC,464,577,76,175
00058.jpg,RBC,6,141,33,169
00058.jpg,RBC,106,188,229,325
00058.jpg,RBC,196,289,146,221
00058.jpg,WBC,211,338,4,132
00058.jpg,Platelets,330,373,442,480
00059.jpg,RBC,405,525,191,282
00059.jpg,RBC,282,402,269,360
00059.jpg,RBC,116,236,366,457
00059.jpg,RBC,27,147,281,372
00059.jpg,RBC,47,167,95,186
00059.jpg,RBC,160,256,36,122
00059.jpg,RBC,409,521,49,141
00059.jpg,RBC,228,340,312,420
00059.jpg,RBC,109,221,178,286
00059.jpg,RBC,293,392,55,160
00059.jpg,RBC,49,145,1,82
00059.jpg,RBC,512,619,416,480
00059.jpg,WBC,209,328,173,298
00062.jpg,RBC,140,264,161,253
00062.jpg,RBC,360,451,283,374
00062.jpg,RBC,429,559,302,418
00062.jpg,RBC,521,629,231,328
00062.jpg,RBC,392,528,153,261
00062.jpg,RBC,408,502,56,154
00062.jpg,RBC,372,466,1,98
00062.jpg,RBC,546,640,48,146
00062.jpg,RBC,173,286,1,93
00062.jpg,RBC,61,160,1,72
00062.jpg,RBC,1,66,25,121
00062.jpg,WBC,91,249,261,399
00062.jpg,Platelets,264,305,80,125
00063.jpg,RBC,21,118,187,288
00063.jpg,RBC,194,291,91,192
00063.jpg,RBC,543,640,230,331
00063.jpg,RBC,431,548,134,239
00063.jpg,RBC,210,303,203,301
00063.jpg,RBC,118,206,1,81
00063.jpg,RBC,169,257,371,452
00063.jpg,RBC,38,163,78,177
00063.jpg,RBC,383,483,61,156
00063.jpg,WBC,366,493,295,417
00064.jpg,RBC,474,609,202,309
00064.jpg,RBC,356,441,248,333
00064.jpg,RBC,393,494,343,429
00064.jpg,RBC,232,334,150,240
00064.jpg,RBC,416,518,1,90
00064.jpg,RBC,204,306,45,135
00064.jpg,RBC,218,320,316,406
00064.jpg,RBC,507,612,308,399
00064.jpg,RBC,501,603,406,480
00064.jpg,RBC,1,85,228,308
00064.jpg,WBC,28,172,129,243
00065.jpg,RBC,166,266,180,287
00065.jpg,RBC,33,133,127,234
00065.jpg,RBC,557,640,150,272
00065.jpg,RBC,244,337,17,107
00065.jpg,RBC,17,111,1,68
00065.jpg,WBC,253,387,275,392
00065.jpg,WBC,404,538,107,224
00065.jpg,Platelets,495,534,298,335
00066.jpg,RBC,91,194,3,109
00066.jpg,RBC,92,188,150,259
00066.jpg,RBC,469,581,54,150
00066.jpg,RBC,377,489,316,412
00066.jpg,RBC,98,185,367,455
00066.jpg,RBC,16,103,34,122
00066.jpg,RBC,289,376,311,399
00066.jpg,RBC,522,627,407,478
00066.jpg,WBC,435,577,194,329
00066.jpg,Platelets,464,507,136,174
00067.jpg,RBC,20,130,1,107
00067.jpg,RBC,140,250,69,176
00067.jpg,RBC,1,99,329,430
00067.jpg,RBC,255,357,188,292
00067.jpg,RBC,367,469,74,178
00067.jpg,RBC,537,640,131,235
00067.jpg,RBC,495,598,229,333
00067.jpg,RBC,412,500,230,314
00067.jpg,RBC,440,528,415,480
00067.jpg,RBC,12,114,102,206
00067.jpg,RBC,81,176,232,353
00067.jpg,WBC,137,272,344,471
00068.jpg,RBC,235,349,23,127
00068.jpg,RBC,388,488,147,243
00068.jpg,RBC,482,598,218,338
00068.jpg,RBC,359,475,259,379
00068.jpg,RBC,34,148,172,243
00068.jpg,RBC,283,374,365,450
00068.jpg,RBC,291,382,299,384
00068.jpg,RBC,29,120,394,479
00068.jpg,RBC,531,622,339,424
00068.jpg,WBC,1,94,224,351
00068.jpg,Platelets,15,55,107,145
00068.jpg,Platelets,359,393,120,157
00068.jpg,Platelets,322,356,110,147
00068.jpg,Platelets,382,423,89,128
00069.jpg,RBC,17,114,235,335
00069.jpg,RBC,210,307,272,372
00069.jpg,RBC,325,445,134,238
00069.jpg,RBC,270,380,57,158
00069.jpg,RBC,160,283,1,86
00069.jpg,RBC,190,298,153,253
00069.jpg,RBC,428,536,379,480
00069.jpg,RBC,477,585,196,297
00069.jpg,RBC,487,575,16,98
00069.jpg,RBC,525,613,122,204
00069.jpg,RBC,1,115,321,439
00069.jpg,RBC,111,225,308,406
00069.jpg,WBC,341,482,260,385
00069.jpg,Platelets,306,345,342,373
00069.jpg,Platelets,438,474,198,234
00070.jpg,RBC,119,233,394,479
00070.jpg,RBC,187,301,1,85
00070.jpg,RBC,501,607,230,326
00070.jpg,RBC,520,626,384,480
00070.jpg,RBC,299,414,175,281
00070.jpg,RBC,96,211,21,127
00070.jpg,RBC,45,160,119,225
00070.jpg,RBC,47,155,263,386
00070.jpg,RBC,534,640,295,390
00070.jpg,RBC,429,535,140,235
00070.jpg,WBC,167,296,83,206
00070.jpg,WBC,375,471,348,439
00071.jpg,RBC,300,427,365,474
00071.jpg,RBC,487,614,17,126
00071.jpg,RBC,160,265,200,300
00071.jpg,RBC,69,193,8,109
00071.jpg,RBC,181,286,91,191
00071.jpg,RBC,82,191,280,394
00071.jpg,RBC,509,618,252,366
00071.jpg,RBC,83,207,128,253
00071.jpg,WBC,173,306,358,480
00072.jpg,RBC,204,354,56,155
00072.jpg,RBC,116,214,223,317
00072.jpg,RBC,517,610,239,365
00072.jpg,WBC,189,314,288,408
00073.jpg,RBC,253,391,385,480
00073.jpg,RBC,410,529,121,215
00073.jpg,RBC,553,640,166,260
00073.jpg,RBC,295,387,189,285
00073.jpg,RBC,169,256,386,480
00073.jpg,RBC,222,306,288,373
00073.jpg,RBC,24,143,1,91
00073.jpg,RBC,111,206,237,323
00073.jpg,RBC,545,640,261,347
00073.jpg,RBC,562,640,351,437
00073.jpg,RBC,365,444,201,276
00073.jpg,WBC,211,353,49,177
00073.jpg,Platelets,263,293,194,223
00073.jpg,Platelets,513,543,220,249
00074.jpg,RBC,87,176,300,396
00074.jpg,RBC,299,416,180,283
00074.jpg,RBC,553,640,229,322
00074.jpg,RBC,509,613,142,245
00074.jpg,RBC,499,605,1,101
00074.jpg,RBC,453,559,62,163
00074.jpg,RBC,534,640,58,159
00074.jpg,RBC,408,525,239,342
00074.jpg,RBC,329,418,378,472
00074.jpg,RBC,491,584,398,480
00074.jpg,RBC,406,499,398,480
00074.jpg,RBC,6,99,398,480
00074.jpg,RBC,152,235,23,129
00074.jpg,WBC,6,130,10,154
00074.jpg,Platelets,331,378,35,75
00075.jpg,RBC,251,353,167,275
00075.jpg,RBC,345,447,221,329
00075.jpg,RBC,251,353,252,360
00075.jpg,RBC,148,250,160,268
00075.jpg,RBC,437,556,363,480
00075.jpg,RBC,509,613,242,344
00075.jpg,RBC,544,640,1,79
00075.jpg,RBC,29,131,167,275
00075.jpg,RBC,457,545,246,349
00075.jpg,RBC,1,74,1,131
00075.jpg,WBC,166,325,6,114
00076.jpg,RBC,216,321,243,333
00076.jpg,RBC,535,640,184,302
00076.jpg,RBC,158,284,136,215
00076.jpg,RBC,221,324,383,464
00076.jpg,RBC,453,556,50,131
00076.jpg,RBC,309,412,135,216
00076.jpg,RBC,1,94,355,448
00076.jpg,RBC,102,199,1,78
00076.jpg,RBC,117,214,398,476
00076.jpg,RBC,543,640,401,480
00076.jpg,RBC,362,460,390,469
00076.jpg,WBC,98,211,235,351
00077.jpg,RBC,10,94,163,258
00077.jpg,RBC,243,346,200,327
00077.jpg,RBC,477,580,123,250
00077.jpg,RBC,416,527,316,441
00077.jpg,RBC,385,480,155,256
00077.jpg,RBC,391,486,26,127
00077.jpg,RBC,1,87,312,412
00077.jpg,RBC,566,640,71,171
00077.jpg,WBC,134,304,92,209
00077.jpg,Platelets,260,299,364,400
00077.jpg,Platelets,472,511,255,291
00078.jpg,RBC,400,504,247,345
00078.jpg,RBC,400,504,306,404
00078.jpg,RBC,536,640,189,287
00078.jpg,RBC,332,437,1,87
00078.jpg,RBC,65,168,37,149
00078.jpg,RBC,452,556,8,95
00078.jpg,RBC,442,546,145,253
00078.jpg,RBC,252,356,166,264
00078.jpg,RBC,1,79,116,216
00078.jpg,RBC,301,402,366,467
00078.jpg,RBC,328,429,92,193
00078.jpg,WBC,92,257,311,449
00078.jpg,Platelets,173,209,102,138
00078.jpg,Platelets,598,639,399,440
00079.jpg,RBC,487,602,106,218
00079.jpg,RBC,485,600,217,329
00079.jpg,RBC,1,107,323,436
00079.jpg,RBC,447,549,322,416
00079.jpg,RBC,229,331,56,150
00079.jpg,RBC,1,77,1,65
00079.jpg,RBC,323,425,273,350
00079.jpg,RBC,142,244,264,341
00079.jpg,RBC,221,323,148,225
00079.jpg,RBC,340,442,1,77
00079.jpg,RBC,185,288,352,440
00079.jpg,RBC,76,179,103,191
00079.jpg,RBC,399,506,107,213
00079.jpg,RBC,361,479,365,469
00079.jpg,RBC,227,302,281,353
00079.jpg,WBC,1,121,199,316
00079.jpg,Platelets,532,558,298,325
00081.jpg,RBC,346,456,196,279
00081.jpg,RBC,243,353,266,349
00081.jpg,RBC,239,343,174,270
00081.jpg,RBC,232,336,1,88
00081.jpg,RBC,104,211,1,106
00081.jpg,RBC,299,415,60,162
00081.jpg,RBC,499,613,28,127
00081.jpg,RBC,7,111,287,383
00081.jpg,RBC,210,314,367,463
00081.jpg,RBC,493,597,98,194
00081.jpg,RBC,444,512,1,67
00081.jpg,RBC,14,95,405,480
00081.jpg,RBC,149,235,279,361
00081.jpg,RBC,137,211,382,459
00081.jpg,WBC,301,451,346,462
00081.jpg,Platelets,358,401,300,345
00081.jpg,Platelets,249,292,87,132
00082.jpg,RBC,93,212,64,157
00082.jpg,RBC,1,93,1,141
00082.jpg,RBC,15,110,375,475
00082.jpg,RBC,264,397,223,333
00082.jpg,RBC,1,133,204,314
00082.jpg,RBC,477,610,292,402
00082.jpg,RBC,422,522,207,311
00082.jpg,RBC,446,546,376,480
00082.jpg,RBC,216,332,99,201
00082.jpg,RBC,110,226,293,395
00082.jpg,WBC,257,380,335,456
00083.jpg,WBC,91,272,255,402
00083.jpg,Platelets,462,498,83,119
00083.jpg,Platelets,429,482,16,65
00083.jpg,Platelets,165,201,431,467
00083.jpg,RBC,514,633,267,372
00083.jpg,RBC,209,328,151,256
00083.jpg,RBC,247,366,119,224
00083.jpg,RBC,310,429,135,240
00083.jpg,RBC,356,475,130,235
00083.jpg,RBC,399,518,153,258
00083.jpg,RBC,437,556,161,266
00083.jpg,RBC,506,625,137,242
00083.jpg,RBC,113,232,1,105
00083.jpg,RBC,217,336,1,105
00083.jpg,RBC,292,411,27,132
00083.jpg,RBC,1,100,182,312
00083.jpg,RBC,358,478,398,480
00086.jpg,WBC,71,192,126,245
00086.jpg,Platelets,450,490,51,88
00086.jpg,Platelets,554,594,360,397
00086.jpg,Platelets,511,551,425,462
00086.jpg,Platelets,1,39,204,241
00086.jpg,RBC,428,546,103,202
00086.jpg,RBC,305,423,254,353
00086.jpg,RBC,269,387,368,467
00086.jpg,RBC,1,118,244,343
00086.jpg,RBC,1,118,307,406
00086.jpg,RBC,77,170,424,480
00086.jpg,RBC,191,302,55,184
00086.jpg,RBC,239,333,173,266
00086.jpg,RBC,377,466,327,432
00086.jpg,RBC,294,388,157,250
00087.jpg,RBC,495,605,100,187
00087.jpg,RBC,407,516,88,179
00087.jpg,RBC,351,465,195,307
00087.jpg,RBC,373,479,386,480
00087.jpg,RBC,127,233,1,93
00087.jpg,RBC,296,402,86,179
00087.jpg,RBC,129,235,347,440
00087.jpg,WBC,192,296,223,329
00088.jpg,RBC,413,537,202,317
00088.jpg,RBC,227,338,372,457
00088.jpg,RBC,34,145,2,100
00088.jpg,RBC,122,233,236,334
00088.jpg,RBC,367,478,123,221
00088.jpg,RBC,1,108,139,249
00088.jpg,RBC,245,356,123,221
00088.jpg,RBC,526,637,56,154
00088.jpg,RBC,419,514,1,78
00088.jpg,RBC,1,92,300,393
00088.jpg,WBC,254,381,225,370
00088.jpg,Platelets,61,88,387,415
00088.jpg,Platelets,77,103,432,472
00089.jpg,RBC,211,321,345,417
00089.jpg,RBC,385,495,125,240
00089.jpg,RBC,249,359,112,227
00089.jpg,RBC,487,604,159,275
00089.jpg,RBC,204,319,1,103
00089.jpg,RBC,67,151,286,383
00089.jpg,RBC,475,566,403,480
00089.jpg,RBC,308,426,403,480
00089.jpg,RBC,26,129,59,169
00089.jpg,RBC,1,80,20,146
00089.jpg,WBC,306,451,236,374
00089.jpg,Platelets,304,333,217,253
00090.jpg,RBC,230,358,143,243
00090.jpg,RBC,237,348,1,84
00090.jpg,RBC,134,245,78,162
00090.jpg,RBC,80,173,53,136
00090.jpg,RBC,495,591,1,79
00090.jpg,RBC,106,199,203,287
00090.jpg,RBC,408,501,383,467
00090.jpg,RBC,461,554,374,458
00090.jpg,RBC,232,325,377,461
00090.jpg,RBC,471,571,80,189
00090.jpg,RBC,378,482,1,72
00090.jpg,RBC,19,119,155,256
00090.jpg,WBC,240,362,262,389
00090.jpg,Platelets,402,440,72,113
00090.jpg,Platelets,262,300,74,115
00091.jpg,RBC,185,294,138,236
00091.jpg,RBC,273,382,155,253
00091.jpg,RBC,430,539,227,325
00091.jpg,RBC,522,631,153,251
00091.jpg,RBC,325,434,254,352
00091.jpg,RBC,294,403,305,403
00091.jpg,RBC,347,456,28,126
00091.jpg,RBC,459,568,91,189
00091.jpg,RBC,330,439,372,470
00091.jpg,WBC,210,342,3,115
00092.jpg,RBC,14,115,275,381
00092.jpg,RBC,1,101,374,480
00092.jpg,RBC,343,444,366,472
00092.jpg,RBC,294,384,386,480
00092.jpg,RBC,333,423,248,342
00092.jpg,RBC,198,282,1,133
00092.jpg,RBC,460,548,146,253
00092.jpg,RBC,495,583,145,252
00092.jpg,RBC,543,640,158,260
00092.jpg,RBC,520,630,267,371
00092.jpg,RBC,310,399,183,266
00092.jpg,RBC,533,640,1,74
00092.jpg,WBC,282,413,42,169
00092.jpg,Platelets,485,524,336,368
00093.jpg,RBC,452,587,200,308
00093.jpg,RBC,357,465,319,420
00093.jpg,RBC,295,403,379,480
00093.jpg,RBC,108,216,222,323
00093.jpg,RBC,197,305,379,480
00093.jpg,RBC,440,548,24,125
00093.jpg,RBC,362,470,1,100
00093.jpg,RBC,575,640,269,366
00093.jpg,RBC,290,355,113,210
00093.jpg,RBC,226,331,293,382
00093.jpg,RBC,1,107,357,473
00093.jpg,Platelets,479,519,290,326
00093.jpg,WBC,9,137,1,103
00094.jpg,RBC,4,119,354,452
00094.jpg,RBC,29,162,233,372
00094.jpg,RBC,39,153,174,267
00094.jpg,RBC,138,206,168,298
00094.jpg,RBC,22,105,1,79
00094.jpg,RBC,260,363,46,157
00094.jpg,RBC,383,470,15,100
00094.jpg,RBC,169,278,104,191
00094.jpg,RBC,194,313,227,315
00094.jpg,RBC,160,275,318,432
00094.jpg,RBC,231,346,320,434
00094.jpg,RBC,356,471,301,428
00094.jpg,RBC,94,171,42,174
00094.jpg,RBC,3,106,88,179
00094.jpg,RBC,131,229,3,113
00094.jpg,RBC,545,640,167,304
00094.jpg,RBC,457,577,420,480
00094.jpg,Platelets,460,500,347,393
00094.jpg,WBC,307,536,128,329
00095.jpg,RBC,8,120,209,298
00095.jpg,RBC,137,244,307,414
00095.jpg,RBC,56,140,266,406
00095.jpg,RBC,347,465,257,361
00095.jpg,RBC,257,366,328,411
00095.jpg,RBC,244,332,176,313
00095.jpg,RBC,313,420,162,269
00095.jpg,RBC,516,633,256,363
00095.jpg,RBC,519,636,102,209
00095.jpg,RBC,244,363,407,480
00095.jpg,RBC,130,254,207,293
00095.jpg,RBC,50,173,69,174
00095.jpg,RBC,407,495,215,298
00095.jpg,RBC,476,564,1,66
00095.jpg,RBC,363,459,354,480
00095.jpg,Platelets,486,535,62,102
00095.jpg,WBC,193,413,1,186
00097.jpg,RBC,451,544,271,365
00097.jpg,RBC,453,546,340,434
00097.jpg,RBC,205,302,369,480
00097.jpg,RBC,270,367,319,430
00097.jpg,RBC,164,245,173,279
00097.jpg,RBC,206,309,52,179
00097.jpg,RBC,61,160,131,236
00097.jpg,RBC,555,640,172,274
00097.jpg,RBC,37,144,303,403
00097.jpg,RBC,502,610,57,157
